4500000,New Line Cinema,USA,Chuck Russell,Action,44793222,A Nightmare on Elm Street 3: Dream Warriors,R,27/02/1987,96,6.6,Heather Langenkamp,55414,Wes Craven,1987,40293222,Feb,895.4049333,317.576579,11147.55249,0.001383544
23000000,Universal Pictures,USA,Joseph Sargent,Adventure,20763013,Jaws: The Revenge,PG-13,17/07/1987,89,2.9,Lorraine Gary,33419,Peter Benchley,1987,-2236987,Jul,-9.726030435,317.576579,11147.55249,0.000125472
25000000,Cannon Group,USA,Menahem Golan,Action,16057580,Over the Top,PG,13/02/1987,93,5.7,Sylvester Stallone,40916,Gary Conway,1987,-8942420,Feb,-35.76968,317.576579,11147.55249,8.9273E-05
30000000,Paramount Pictures,USA,John Hughes,Comedy,49530280,"Planes, Trains & Automobiles",R,25/11/1987,93,7.6,Steve Martin,98897,John Hughes,1987,19530280,Nov,65.10093333,317.576579,11147.55249,0.000229477
6000000,Circle Films,USA,Joel Coen,Comedy,22847564,Raising Arizona,PG-13,17/04/1987,94,7.4,Nicolas Cage,107669,Ethan Coen,1987,16847564,Apr,280.7927333,317.576579,11147.55249,0.000529274
17000000,Carolco International N.V.,UK,Alan Parker,Horror,17185632,Angel Heart,R,6/3/1987,113,7.3,Mickey Rourke,67453,William Hjortsberg,1987,185632,Mar,1.091952941,317.576579,11147.55249,0.000140508
6000000,Gladden Entertainment,USA,Michael Gottlieb,Comedy,42721196,Mannequin,PG,13/02/1987,90,5.8,Andrew McCarthy,24626,Edward Rugoff,1987,36721196,Feb,612.0199333,317.576579,11147.55249,0.000989658
27000000,Warner Bros.,USA,Joe Dante,Action,25893810,Innerspace,PG,1/7/1987,120,6.8,Dennis Quaid,45172,Chip Proser,1987,-1106190,Jul,-4.097,317.576579,11147.55249,0.000133296
15000000,Metro-Goldwyn-Mayer (MGM),USA,Norman Jewison,Comedy,80640528,Moonstruck,PG,15/01/1988,102,7.1,Cher,38600,John Patrick Shanley,1987,65640528,Jan,437.60352,317.576579,11147.55249,0.00074723
28000000,Paramount Pictures,USA,Tony Scott,Action,153665000,Beverly Hills Cop II,R,20/05/1987,100,6.5,Eddie Murphy,90969,Danilo Bach,1987,125665000,May,448.8035714,317.576579,11147.55249,0.000762798
23000000,Recorded Picture Company (RPC),UK,Bernardo Bertolucci,Biography,43984230,The Last Emperor,PG-13,15/04/1988,163,7.8,John Lone,76408,Mark Peploe,1987,20984230,Apr,91.23578261,317.576579,11147.55249,0.000265802
13000000,Touchstone Pictures,USA,Barry Levinson,Biography,123922370,"Good Morning, Vietnam",R,15/01/1988,121,7.3,Robin Williams,106924,Mitch Markowitz,1987,110922370,Jan,853.249,317.576579,11147.55249,0.00132495
2600000,Merchant Ivory Productions,UK,James Ivory,Drama,3130592,Maurice,R,18/09/1987,140,7.7,James Wilby,11837,E.M. Forster,1987,530592,Sep,20.40738462,317.576579,11147.55249,0.000167355
11000000,Interscope Communications,USA,Leonard Nimoy,Comedy,167780960,3 Men and a Baby,PG,25/11/1987,102,5.9,Tom Selleck,39544,Coline Serreau,1987,156780960,Nov,1425.281455,317.576579,11147.55249,0.002120037
3000000,Alive Films,USA,John Carpenter,Horror,14182492,Prince of Darkness,R,23/10/1987,102,6.7,Donald Pleasence,28064,John Carpenter,1987,11182492,Oct,372.7497333,317.576579,11147.55249,0.000657088
6500000,Columbia Pictures Corporation,USA,Luis Valdez,Biography,54215416,La Bamba,PG-13,24/07/1987,108,6.8,Lou Diamond Phillips,22839,Luis Valdez,1987,47715416,Jul,734.0833231,317.576579,11147.55249,0.001159318
5000000,F/M,USA,Kathryn Bigelow,Action,3369307,Near Dark,R,1988,94,7,Adrian Pasdar,27485,Kathryn Bigelow,1987,-1630693,Jun,-32.61386,317.576579,11147.55249,9.36594E-05
15000000,Orion Pictures,USA,Roger Donaldson,Action,35509515,No Way Out,R,14/08/1987,114,7.1,Kevin Costner,28684,Kenneth Fearing,1987,20509515,Aug,136.7301,317.576579,11147.55249,0.000329036
