0.026666667,0.317857143,0.985119048
0.02,0.367857143,0.985119048
0.05,0.392857143,0.985119048
0.061666667,0.489285714,0.985119048
0.03,0.321428571,0.985119048
0.02,0.428571429,0.985119048
0.083333333,0.360714286,0.985119048
0.02,0.428571429,0.985119048
0.03,0.342857143,0.985119048
0.05,0.342857143,0.985119048
0.029333333,0.346428571,0.985119048
0.053333333,0.414285714,0.985119048
0.02,0.357142857,0.985119048
0.083333333,0.353571429,0.985119048
0.05,0.428571429,0.985119048
0.056666667,0.417857143,0.985119048
0.033333333,0.35,0.985119048
0.083333333,0.335714286,0.985119048
0.009,0.332142857,0.985119048
0.116666667,0.392857143,0.985119048
0.006666667,0.292857143,0.985119048
0.036666667,0.342857143,0.985119048
0.015666667,0.317857143,0.985119048
0.05,0.464285714,0.985119048
0.083333333,0.425,0.985119048
0.083333333,0.335714286,0.985119048
0.006333333,0.353571429,0.985119048
0.083333333,0.371428571,0.985119048
0.083333333,0.310714286,0.985119048
0.081666667,0.446428571,0.985119048
0.046,0.425,0.985119048
0.02,0.346428571,0.985119048
0.033333333,0.325,0.985119048
0.01,0.307142857,0.985119048
0.083333333,0.417857143,0.985119048
0.013333333,0.4,0.985119048
0.033333333,0.375,0.985119048
0.015,0.307142857,0.985119048
0.06,0.367857143,0.985119048
0.063333333,0.325,0.985119048
0.003666667,0.292857143,0.985119048
0.00037,0.296428571,0.985119048
0.06,0.382142857,0.985119048
0.021333333,0.382142857,0.985119048
0.046666667,0.264285714,0.985119048
0.028333333,0.378571429,0.985119048
0.02,0.3,0.985119048
0.016666667,0.314285714,0.985119048
0.04,0.357142857,0.985119048
0.02,0.407142857,0.985119048
0.021666667,0.396428571,0.985119048
0.066666667,0.385714286,0.985119048
0.05,0.35,0.985119048
0.04,0.446428571,0.985119048
0.06,0.4,0.985119048
0.000583333,0.3,0.985119048
0.029,0.389285714,0.985119048
0.04,0.314285714,0.985119048
0.003666667,0.382142857,0.985119048
0.033333333,0.389285714,0.985119048
0.06,0.417857143,0.985119048
0.016666667,0.317857143,0.985119048
0.083333333,0.335714286,0.985119048
0.133333333,0.432142857,0.985119048
0.033333333,0.371428571,0.985119048
0.04,0.371428571,0.985119048
0.006666667,0.35,0.985119048
0.046666667,0.367857143,0.985119048
0.028333333,0.485714286,0.985119048
0.06,0.410714286,0.985119048
0.026666667,0.371428571,0.985119048
0.011,0.332142857,0.985119048
0.05,0.342857143,0.985119048
0.133333333,0.414285714,0.985119048
0.043333333,0.357142857,0.985119048
0.056666667,0.346428571,0.985119048
0.053333333,0.396428571,0.985119048
0.066666667,0.375,0.985119048
0.02,0.357142857,0.985119048
0.013333333,0.371428571,0.985119048
0.06,0.385714286,0.985119048
0.083333333,0.453571429,0.985119048
0.056666667,0.360714286,0.985119048
0.046666667,0.346428571,0.985119048
0.01133792,0.346428571,0.985119048
0.033333333,0.296428571,0.985119048
0.006666667,0.396428571,0.985119048
0.06,0.357142857,0.985119048
0.005,0.307142857,0.985119048
0.053333333,0.35,0.985615079
0.003333333,0.335714286,0.985615079
0.1,0.414285714,0.985615079
0.02,0.357142857,0.985615079
0.05,0.382142857,0.985615079
0.09,0.360714286,0.985615079
0.075666667,0.342857143,0.985615079
0.043333333,0.364285714,0.985615079
0.05,0.392857143,0.985615079
0.083333333,0.425,0.985615079
0.012,0.3,0.985615079
0.073333333,0.378571429,0.985615079
0.04,0.292857143,0.985615079
0.046666667,0.425,0.985615079
0.1,0.464285714,0.985615079
0.05,0.45,0.985615079
0.116666667,0.546428571,0.985615079
0.073333333,0.421428571,0.985615079
0.015,0.342857143,0.985615079
0.076666667,0.317857143,0.985615079
0.083333333,0.332142857,0.985615079
0.1,0.332142857,0.985615079
0.02,0.335714286,0.985615079
0.056666667,0.403571429,0.985615079
0.02,0.321428571,0.985615079
0.09,0.428571429,0.985615079
0.05,0.364285714,0.985615079
0.093333333,0.357142857,0.985615079
0.076666667,0.582142857,0.985615079
0.043333333,0.432142857,0.985615079
