CJ Entertainment,South Korea,Joon-ho Bong,Crime,NOT RATED,Kang-ho Song,Joon-ho Bong
DreamWorks,USA,Vadim Perelman,Drama,R,Jennifer Connelly,Andre Dubus III
Walt Disney Pictures,USA,Jim Fall,Adventure,PG,Hilary Duff,Susan Estelle Jansen
Columbia Pictures Corporation,USA,Robert Rodriguez,Action,R,Antonio Banderas,Robert Rodriguez
Paramount Pictures,USA,Jon Amiel,Action,PG-13,Aaron Eckhart,Cooper Layne
Dimension Films,USA,David Zucker,Comedy,PG-13,Anna Faris,Craig Mazin
Revolution Studios,USA,Mike Newell,Drama,PG-13,Julia Roberts,Lawrence Konner
Gray Daisy Films,USA,Vincent Gallo,Drama,NOT RATED,Vincent Gallo,Vincent Gallo
Revolution Studios,USA,Peter Segal,Comedy,PG-13,Jack Nicholson,David Dorfman
Fox 2000 Pictures,USA,Peyton Reed,Comedy,PG-13,Ewan McGregor,Eve Ahlert
Miramax,Germany,Robert Benton,Drama,R,Anthony Hopkins,Philip Roth
Plunge Pictures LLC,USA,Chris Kentis,Adventure,R,Blanchard Ryan,Chris Kentis
Touchstone Pictures,USA,Audrey Wells,Comedy,PG-13,Diane Lane,Frances Mayes
Cheyenne Enterprises,USA,Antoine Fuqua,Action,R,Bruce Willis,Alex Lasker
Revolution Studios,USA,Ron Shelton,Action,PG-13,Harrison Ford,Robert Souza
Dimension Films,USA,Robert Rodriguez,Action,PG,Daryl Sabara,Robert Rodriguez
DreamWorks,USA,Patrick Gilmore,Animation,PG,Brad Pitt,John Logan
Warner Bros.,USA,Dennie Gordon,Comedy,PG,Amanda Bynes,William Douglas-Home
Revolution Studios,USA,Ron Howard,Adventure,R,Tommy Lee Jones,Thomas Eidson
Columbia Pictures Corporation,USA,Nancy Meyers,Comedy,PG-13,Jack Nicholson,Nancy Meyers
Columbia Pictures Corporation,USA,Mathieu Kassovitz,Horror,R,Halle Berry,Sebastian Gutierrez
Columbia Pictures Corporation,USA,Clark Johnson,Action,PG-13,Samuel L. Jackson,Robert Hamner
Universal Pictures,UK,Peter Howitt,Action,PG,Rowan Atkinson,Neal Purvis
Metro-Goldwyn-Mayer (MGM),USA,Harald Zwart,Action,PG,Frankie Muniz,Ashley Miller
Walt Disney Pictures,USA,Rob Minkoff,Comedy,PG,Eddie Murphy,David Berenbaum
Phoenix Pictures,Germany,John McTiernan,Action,R,John Travolta,James Vanderbilt
Columbia Pictures Corporation,USA,Terry Zwigoff,Comedy,R,Billy Bob Thornton,Glenn Ficarra
Miramax,USA,Bruno Barreto,Comedy,PG-13,Gwyneth Paltrow,Eric Wald
Paramount Pictures,USA,John Woo,Action,PG-13,Ben Affleck,Philip K. Dick
Warner Bros.,USA,Ridley Scott,Comedy,PG-13,Nicolas Cage,Eric Garcia
Revolution Studios,USA,Steve Carr,Comedy,PG,Eddie Murphy,Geoff Rodkey
Touchstone Pictures,USA,Roger Donaldson,Action,PG-13,Al Pacino,Roger Towne
HBO Films,USA,Gus Van Sant,Crime,R,Elias McConnell,Gus Van Sant
Walt Disney Feature Animation Florida,USA,Aaron Blaise,Animation,G,Joaquin Phoenix,Tab Murphy
DIA Productions GmbH & Co. KG,USA,F. Gary Gray,Action,R,Vin Diesel,Christian Gudegast
Warner Bros.,USA,John Whitesell,Comedy,PG-13,Jamie Kennedy,Fax Bahr
Touchstone Pictures,USA,Adam Shankman,Comedy,PG-13,Steve Martin,Jason Filardi
Mandalay Pictures,Germany,Martin Campbell,Adventure,R,Clive Owen,Caspian Tredwell-Owen
Paramount Pictures,USA,Richard Donner,Action,PG-13,Paul Walker,Michael Crichton
Warner Bros.,Germany,Joe Dante,Animation,PG,Brendan Fraser,Larry Doyle
Metro-Goldwyn-Mayer (MGM),USA,Carl Franklin,Action,PG-13,Denzel Washington,David Collard
Lions Gate Films,Canada,James Cox,Crime,R,Val Kilmer,James Cox
Regency Enterprises,USA,Gary Fleder,Drama,PG-13,John Cusack,John Grisham
Twentieth Century Fox Film Corporation,USA,Bobby Farrelly,Comedy,PG-13,Matt Damon,Charles B. Wessler
Castle Rock Entertainment,USA,David McNally,Action,PG,Anthony Anderson,Steve Bing
Universal Pictures,USA,Joel Coen,Comedy,PG-13,George Clooney,Robert Ramsey
Revolution Studios,USA,Jonathan Liebesman,Horror,PG-13,Chaney Kley,Joe Harris
Universal Pictures,USA,Bille Woodruff,Drama,PG-13,Jessica Alba,Alonzo Brown
Revolution Studios,USA,Martin Brest,Comedy,R,Ben Affleck,Martin Brest
Pathe Productions,UK,Jane Campion,Mystery,R,Meg Ryan,Jane Campion
Twentieth Century Fox Film Corporation,USA,Brian Helgeland,Horror,R,Heath Ledger,Brian Helgeland
Lakeshore Entertainment,USA,William Friedkin,Action,R,Tommy Lee Jones,David Griffiths
New Line Cinema,USA,Troy Miller,Comedy,PG-13,Derek Richardson,Peter Farrelly
Twentieth Century Fox Film Corporation,USA,Shawn Levy,Comedy,PG-13,Ashton Kutcher,Sam Harper
Touchstone Pictures,USA,David Dobkin,Action,PG-13,Jackie Chan,Alfred Gough
Metro-Goldwyn-Mayer (MGM),USA,Charles Herman-Wurmfeld,Comedy,PG-13,Reese Witherspoon,Amanda Brown
Universal Pictures,USA,Gary Ross,Drama,PG-13,Tobey Maguire,Laura Hillenbrand
Metro-Goldwyn-Mayer (MGM),USA,Boaz Yakin,Comedy,PG-13,Brittany Murphy,Julia Dahl
SenArt Films,USA,Tom McCarthy,Comedy,R,Peter Dinklage,Tom McCarthy
Boll Kino Beteiligungs GmbH & Co. KG,Germany,Uwe Boll,Action,R,Jonathan Cherry,Mark A. Altman
Warner Bros.,USA,Andrzej Bartkowiak,Action,R,Jet Li,John O'Brien
Revolution Studios,USA,Michael Tollin,Biography,PG,Cuba Gooding Jr.,Mike Rich
Emperor Multimedia Group (EMG),Hong Kong,Gordon Chan,Action,PG-13,Jackie Chan,Alfred Cheung
Turner Pictures (I),USA,Ron Maxwell,Biography,PG-13,Stephen Lang,Jeff Shaara
Lions Gate Films,USA,Billy Ray,Drama,PG-13,Hayden Christensen,Buzz Bissinger
Metro-Goldwyn-Mayer (MGM),USA,Chris Koch,Comedy,PG-13,Jason Lee,Greg Glienna
New Line Cinema,Canada,Glen Morgan,Drama,PG-13,Crispin Glover,Glen Morgan
19 Entertainment,USA,Robert Iscove,Comedy,PG,Kelly Clarkson,Kim Fuller
World of Wonder,USA,Fenton Bailey,Biography,R,Macaulay Culkin,Fenton Bailey
DreamWorks,USA,Woody Allen,Comedy,R,Woody Allen,Woody Allen
Metro-Goldwyn-Mayer (MGM),USA,Paul Hunter,Action,PG-13,Yun-Fat Chow,Ethan Reiff
Franchise Pictures,USA,Andrew Fleming,Action,PG-13,Albert Brooks,Andrew Bergman
Klasky-Csupo,USA,John Eng,Animation,PG,Jodi Carlisle,Kate Boutilier
DreamWorks,USA,Chris Rock,Comedy,PG-13,Chris Rock,Chris Rock
Les Armateurs,France,Sylvain Chomet,Animation,PG-13,Michèle Caucheteux,Sylvain Chomet
Paramount Pictures,USA,Sam Weisman,Comedy,PG-13,David Spade,Fred Wolf
Jasmine Productions Inc.,USA,David Gordon Green,Drama,R,Zooey Deschanel,David Gordon Green
Miramax,Germany,Danny DeVito,Comedy,PG-13,Ben Stiller,Larry Doyle
Go Films,USA,Ryan Little,Action,PG-13,Corbin Allred,Geoffrey Panos
Touchstone Pictures,UK,Nigel Cole,Comedy,PG-13,Helen Mirren,Juliette Towhidi
British Broadcasting Corporation (BBC),UK,Tim Fywell,Drama,R,Romola Garai,Dodie Smith
Lions Gate Films,USA,James Foley,Crime,R,Edward Burns,Doug Jung
ContentFilm,USA,Wayne Kramer,Crime,R,William H. Macy,Frank Hannah
Touchstone Pictures,Ireland,Joel Schumacher,Biography,R,Cate Blanchett,Carol Doyle
Mepris Films,USA,Neil LaBute,Comedy,R,Paul Rudd,Neil LaBute
United Artists,USA,Peter Hedges,Comedy,PG-13,Katie Holmes,Peter Hedges
Funny Boy Films,USA,C. Jay Cox,Comedy,R,Wes Ramsey,C. Jay Cox
Dimension Films,USA,David Zucker,Comedy,PG-13,Ashton Kutcher,David Dorfman
Focus Features,USA,Clare Kilner,Comedy,PG-13,Mandy Moore,Sarah Dessen
Disney Television Animation,USA,Steve Trenbirth,Animation,G,John Goodman,Karl Geurs
Icon Productions,USA,Keith Gordon,Comedy,R,Robert Downey Jr.,Dennis Potter
Metro-Goldwyn-Mayer (MGM),USA,John Hoffman,Comedy,PG,Liam Aiken,Zeke Richardson
Paramount Pictures,USA,Jonathan Lynn,Comedy,PG-13,Cuba Gooding Jr.,Elizabeth Hunter
Brown Sauce Film Productions,Ireland,John Crowley,Comedy,R,Cillian Murphy,Mark O'Rowe
British Broadcasting Corporation (BBC),UK,Michael Winterbottom,Drama,R,Tim Robbins,Frank Cottrell Boyce
Cobalt Media Group,USA,Damian Nieman,Crime,R,Joe Nicolo,Damian Nieman
Sony Pictures Classics,Germany,Robert Altman,Drama,PG-13,Neve Campbell,Neve Campbell
Epsilon Motion Pictures,USA,Rob Reiner,Comedy,PG-13,Luke Wilson,Jeremy Leven
Australian Film Finance Corporation (AFFC),Australia,Sue Brooks,Drama,R,Toni Collette,Alison Tilson
ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I),Canada,Bronwen Hughes,Action,R,Thomas Jane,Bima Stagg
Alliance Atlantis Communications,Canada,Richard Kwietniowski,Crime,R,Philip Seymour Hoffman,Gary Stephen Ross
Professor Bright Films,USA,Ben Coccio,Drama,UNRATED,Cal Robertson,Ben Coccio
LivePlanet,USA,Efram Potelle,Drama,PG-13,Shia LaBeouf,Erica Beeney
New Line Cinema,USA,Nick Cassavetes,Drama,PG-13,Gena Rowlands,Jeremy Leven
Evolution Entertainment,USA,James Wan,Horror,R,Cary Elwes,Leigh Whannell
Warner Bros.,USA,Wolfgang Petersen,Drama,R,Brad Pitt,Homer
Touchstone Pictures,USA,M. Night Shyamalan,Drama,PG-13,Sigourney Weaver,M. Night Shyamalan
Revolution Studios,USA,Guillermo del Toro,Action,PG-13,Ron Perlman,Guillermo del Toro
Paramount Pictures,USA,Mark Waters,Comedy,PG-13,Lindsay Lohan,Rosalind Wiseman
Warner Bros.,UK,Alfonso Cuarón,Adventure,PG,Daniel Radcliffe,J.K. Rowling
Pixar Animation Studios,USA,Brad Bird,Animation,PG,Craig T. Nelson,Brad Bird
Focus Features,USA,Michel Gondry,Drama,R,Jim Carrey,Charlie Kaufman
Twentieth Century Fox Film Corporation,USA,Roland Emmerich,Action,PG-13,Dennis Quaid,Roland Emmerich
Miramax,USA,Quentin Tarantino,Action,R,Uma Thurman,Quentin Tarantino
Lions Gate Films,USA,Jonathan Hensleigh,Action,R,Thomas Jane,Jonathan Hensleigh
DreamWorks,USA,Jeff Schaffer,Comedy,R,Scott Mechlowicz,Alec Berg
Universal Pictures,USA,Stephen Sommers,Action,PG-13,Hugh Jackman,Stephen Sommers
Warner Bros.,UK,Joel Schumacher,Drama,PG-13,Gerard Butler,Gaston Leroux
Regency Enterprises,USA,Luke Greenfield,Comedy,R,Emile Hirsch,David Wagner
Revolution Studios,USA,Keenen Ivory Wayans,Comedy,PG-13,Marlon Wayans,Keenen Ivory Wayans
Filmax Group,Spain,Brad Anderson,Drama,R,Christian Bale,Scott Kosar
Bob Yari Productions,USA,Paul Haggis,Crime,R,Don Cheadle,Paul Haggis
Fox Searchlight Pictures,USA,Jared Hess,Comedy,PG,Jon Heder,Jared Hess
Warner Bros.,USA,Clint Eastwood,Drama,PG-13,Hilary Swank,Paul Haggis
BenderSpink,USA,Eric Bress,Sci-Fi,R,Ashton Kutcher,J. Mackye Gruber
Rogue Pictures,Romania,Don Mancini,Comedy,R,Jennifer Tilly,Don Mancini
Strike Entertainment,USA,Zack Snyder,Action,R,Sarah Polley,George A. Romero
Icon Productions,USA,Mel Gibson,Drama,R,Jim Caviezel,Benedict Fitzgerald
Touchstone Pictures,USA,Wes Anderson,Adventure,R,Bill Murray,Wes Anderson
Columbia Pictures,USA,Mike Nichols,Drama,R,Natalie Portman,Patrick Marber
Buena Vista Home Entertainment,Japan,Hayao Miyazaki,Animation,PG,Chieko Baishô,Hayao Miyazaki
Forward Pass,Germany,Martin Scorsese,Biography,PG-13,Leonardo DiCaprio,John Logan
Twentieth Century Fox Film Corporation,USA,Rawson Marshall Thurber,Comedy,PG-13,Ben Stiller,Rawson Marshall Thurber
Touchstone Pictures,USA,Antoine Fuqua,Action,PG-13,Clive Owen,David Franzoni
Paramount Pictures,USA,Brad Silberling,Adventure,PG,Jim Carrey,Robert Gordon
Revolution Studios,USA,Gary Winick,Comedy,PG-13,Jennifer Garner,Josh Goldsmith
Miramax,USA,Marc Forster,Biography,PG,Johnny Depp,Allan Knee
Columbia Pictures Corporation,USA,Sam Raimi,Action,PG-13,Tobey Maguire,Stan Lee
Paramount Pictures,USA,Michael Mann,Crime,R,Tom Cruise,Stuart Beattie
Twentieth Century Fox Film Corporation,USA,Alex Proyas,Action,PG-13,Will Smith,Jeff Vintar
Universal Pictures,USA,Paul Greengrass,Action,PG-13,Matt Damon,Robert Ludlum
DreamWorks,USA,Andrew Adamson,Animation,PG,Mike Myers,William Steig
Fox 2000 Pictures,USA,Tony Scott,Action,R,Denzel Washington,A.J. Quinnell
Warner Bros.,Germany,Oliver Stone,Action,R,Colin Farrell,Oliver Stone
Universal Pictures,USA,David Twohy,Action,PG-13,Vin Diesel,Jim Wheat
Warner Bros.,USA,Mark Rosman,Comedy,PG,Hilary Duff,Leigh Dunlap
DreamWorks,USA,Steven Spielberg,Comedy,PG-13,Tom Hanks,Andrew Niccol
Fox Searchlight Pictures,USA,Alexander Payne,Comedy,R,Paul Giamatti,Rex Pickett
Columbia Pictures Corporation,USA,Peter Segal,Comedy,PG-13,Adam Sandler,George Wing
DreamWorks,USA,Adam McKay,Comedy,PG-13,Will Ferrell,Will Ferrell
Twentieth Century Fox Film Corporation,USA,Paul W.S. Anderson,Action,PG-13,Sanaa Lathan,Dan O'Bannon
Walt Disney Pictures,USA,Jon Turteltaub,Action,PG,Nicolas Cage,Jim Kouf
Walt Disney Pictures,USA,Garry Marshall,Comedy,G,Anne Hathaway,Meg Cabot
New Line Cinema,USA,David S. Goyer,Action,R,Wesley Snipes,David S. Goyer
Universal Pictures,Germany,Peter Berg,Action,PG-13,Billy Bob Thornton,Buzz Bissinger
Warner Bros.,USA,Steven Soderbergh,Crime,PG-13,George Clooney,George Nolfi
Universal Pictures,USA,John Hamburg,Comedy,PG-13,Ben Stiller,John Hamburg
Lions Gate Films,USA,Guy Ferland,Drama,PG-13,Diego Luna,Kate Gunzinger
ERBP,USA,Shane Carruth,Drama,PG-13,Shane Carruth,Shane Carruth
Endgame Entertainment,USA,Danny Leiner,Adventure,R,John Cho,Jon Hurwitz
Paramount Pictures,USA,Trey Parker,Action,R,Trey Parker,Trey Parker
Miramax,USA,Tommy O'Haver,Comedy,PG,Anne Hathaway,Laurie Craig
Camelot Pictures,USA,Zach Braff,Comedy,R,Zach Braff,Zach Braff
Paramount Pictures,USA,Frank Oz,Comedy,PG-13,Nicole Kidman,Ira Levin
Metro-Goldwyn-Mayer (MGM),USA,Joe Nussbaum,Comedy,PG,Alexa PenaVega,Elisa Bell
Columbia Pictures,USA,Takashi Shimizu,Horror,PG-13,Sarah Michelle Gellar,Stephen Susco
Walt Disney Pictures,Germany,Sara Sugarman,Comedy,PG,Lindsay Lohan,Dyan Sheldon
Castle Rock Entertainment,USA,Robert Zemeckis,Animation,G,Tom Hanks,Chris Van Allsburg
Davis Films / Impact Pictures,Germany,Alexander Witt,Action,R,Milla Jovovich,Paul W.S. Anderson
Warner Independent Pictures (WIP),USA,Richard Linklater,Drama,R,Ethan Hawke,Richard Linklater
United Artists,UK,Terry George,Biography,PG-13,Don Cheadle,Keir Pearson
Grand Slam Productions,USA,David Koepp,Mystery,PG-13,Johnny Depp,Stephen King
Universal Pictures,USA,Jay Roach,Comedy,PG-13,Ben Stiller,Greg Glienna
Paramount Pictures,USA,Jonathan Demme,Drama,R,Denzel Washington,Richard Condon
DreamWorks Animation,USA,Bibo Bergeron,Animation,PG,Will Smith,Michael J. Wilson
Warner Bros.,USA,D.J. Caruso,Crime,R,Angelina Jolie,Michael Pye
Warner Bros.,USA,Pitof,Action,PG-13,Halle Berry,Bob Kane
Columbia Pictures Film Production Asia,Hong Kong,Stephen Chow,Action,R,Stephen Chow,Stephen Chow
Touchstone Pictures,USA,Ethan Coen,Comedy,R,Tom Hanks,Joel Coen
Metro-Goldwyn-Mayer (MGM),USA,Kevin Bray,Action,PG-13,Dwayne Johnson,Mort Briskin
Warner Bros.,USA,Raja Gosnell,Animation,PG,Freddie Prinze Jr.,William Hanna
Columbia Pictures Corporation,USA,James L. Brooks,Comedy,PG-13,Adam Sandler,James L. Brooks
Paramount Pictures,USA,Kerry Conran,Action,PG,Gwyneth Paltrow,Kerry Conran
Walden Media,USA,Frank Coraci,Action,PG,Jackie Chan,Jules Verne
Paramount Pictures,USA,Stephen Hillenburg,Animation,PG,Jeffrey Tambor,Stephen Hillenburg
Pop Pop Productions,Canada,Gavin O'Connor,Biography,PG,Kurt Russell,Eric Guggenheim
Universal Pictures,USA,Taylor Hackford,Biography,PG-13,Jamie Foxx,Taylor Hackford
Universal Pictures,UK,Beeban Kidron,Comedy,R,Renée Zellweger,Helen Fielding
New Line Cinema,USA,Sean McNamara,Family,PG,Hilary Duff,Mitch Rotter
2003 Productions,France,Jean-Pierre Jeunet,Drama,R,Audrey Tautou,Sébastien Japrisot
Metro-Goldwyn-Mayer (MGM),USA,Paul McGuigan,Drama,PG-13,Josh Hartnett,Gilles Mimouni
Twentieth Century Fox Film Corporation,USA,Tim Story,Action,PG-13,Queen Latifah,Luc Besson
Dimension Films,USA,Todd Phillips,Comedy,PG-13,Ben Stiller,William Blinn
Twentieth Century Fox Film Corporation,USA,John Moore,Action,PG-13,Dennis Quaid,Lukas Heller
Alcon Entertainment,USA,Andy Cadiff,Comedy,PG-13,Mandy Moore,Derek Guiley
Fox 2000 Pictures,USA,Bart Freundlich,Adventure,PG,Kristen Stewart,Nikolaj Arcel
Universal Pictures,UK,Richard Loncraine,Comedy,PG-13,Kirsten Dunst,Adam Brooks
Screen Gems,USA,Angela Robinson,Action,PG-13,Sara Foster,Angela Robinson
New Line Cinema,USA,David R. Ellis,Action,PG-13,Kim Basinger,Larry Cohen
Dimension Films,Netherlands,Renny Harlin,Crime,R,Val Kilmer,Wayne Kramer
Fox Searchlight Pictures,USA,David O. Russell,Comedy,R,Jason Schwartzman,David O. Russell
Twentieth Century Fox Film Corporation,USA,Peter Hewitt,Animation,PG,Breckin Meyer,Jim Davis
Fox Searchlight Pictures,USA,Bill Condon,Biography,R,Liam Neeson,Bill Condon
Revolution Studios,USA,Joseph Ruben,Drama,PG-13,Julianne Moore,Gerald Di Pego
Paramount Pictures,USA,Steven Brill,Adventure,PG-13,Matthew Lillard,Fred Wolf
Miramax,USA,Kevin Smith,Comedy,PG-13,Ben Affleck,Kevin Smith
Focus Features,USA,Mira Nair,Drama,PG-13,Reese Witherspoon,Matthew Faulk
Jet Tone Films,Hong Kong,Kar-Wai Wong,Drama,R,Tony Chiu-Wai Leung,Kar-Wai Wong
Metro-Goldwyn-Mayer (MGM),USA,Jessy Terrero,Comedy,R,Dwayne Adway,Bo Zenga
Working Title Films,UK,Jonathan Frakes,Action,PG,Bill Paxton,Gerry Anderson
Morgan Creek Productions,USA,Renny Harlin,Horror,R,Stellan Skarsgård,William Peter Blatty
Broken Lizard Industries,USA,Jay Chandrasekhar,Comedy,R,Jay Chandrasekhar,Jay Chandrasekhar
DreamWorks,USA,Robert Luketic,Comedy,PG-13,Kate Bosworth,Victor Levin
Paramount Pictures,USA,Brian Robbins,Comedy,PG-13,Scarlett Johansson,Marc Hyman
United Artists,USA,Brian Dannelly,Comedy,PG-13,Jena Malone,Brian Dannelly
Touchstone Pictures,USA,Joe Johnston,Action,PG-13,Viggo Mortensen,John Fusco
Whitewater Films,USA,Jacob Estes,Crime,R,Rory Culkin,Jacob Estes
Screen Gems,USA,Chris Stokes,Drama,PG-13,Omarion Grandberry,Chris Stokes
Revolution Studios,USA,Joe Roth,Comedy,PG,Tim Allen,John Grisham
New Line Cinema,USA,Brett Ratner,Action,PG-13,Pierce Brosnan,Paul Zbyszewski
Warner Bros.,USA,Joseph Kahn,Action,PG-13,Martin Henderson,Matt Johnson
Lions Gate Films,UK,Kevin Spacey,Biography,PG-13,Kevin Spacey,Kevin Spacey
Fine Line Features,USA,John Waters,Comedy,NC-17,Tracey Ullman,John Waters
Warner Bros.,USA,Dennie Gordon,Comedy,PG,Mary-Kate Olsen,Emily Fox
Regency Enterprises,USA,Forest Whitaker,Comedy,PG,Katie Holmes,Jessica Bendinger
Movision,USA,Michael Radford,Drama,R,Al Pacino,William Shakespeare
New Line Cinema,UK,Jonathan Glazer,Drama,R,Nicole Kidman,Jean-Claude Carrière
Canal+ España,Spain,Pedro Almodóvar,Crime,NC-17,Gael García Bernal,Pedro Almodóvar
Paramount Pictures,UK,Charles Shyer,Comedy,R,Jude Law,Bill Naughton
Pathé Pictures International,UK,Gurinder Chadha,Comedy,PG-13,Martin Henderson,Jane Austen
Shangri-La Entertainment,USA,George Armitage,Comedy,PG-13,Owen Wilson,Elmore Leonard
Dylan Sellers Productions,USA,Kevin Allen,Action,PG,Frankie Muniz,Jeffrey Jurgensen
Miramax,USA,Peter Chelsom,Comedy,PG-13,Richard Gere,Masayuki Suo
Touchstone Pictures,USA,John Lee Hancock,Drama,PG-13,Dennis Quaid,Leslie Bohem
Touchstone Pictures,USA,Jay Russell,Action,PG-13,Joaquin Phoenix,Lewis Colick
Screen Gems,USA,Dwight H. Little,Action,PG-13,Morris Chestnut,Hans Bauer
Touchstone Pictures,USA,Garry Marshall,Comedy,PG-13,Kate Hudson,Patrick J. Clifton
ApolloMedia Distribution,Germany,Bob Clark,Comedy,PG,Jon Voight,Steven Paul
DreamWorks,USA,Barry Levinson,Comedy,PG-13,Ben Stiller,Steve Adams
Nine Yards Two Productions,USA,Howard Deutch,Comedy,PG-13,Bruce Willis,Mitchell Kapner
Metro-Goldwyn-Mayer (MGM),UK,Irwin Winkler,Biography,PG-13,Kevin Kline,Jay Cocks
Bazelevs Production,Russia,Timur Bekmambetov,Action,R,Konstantin Khabenskiy,Timur Bekmambetov
Yash Raj Films,India,Yash Chopra,Drama,NOT RATED,Shah Rukh Khan,Aditya Chopra
Paramount Pictures,Germany,Philip Kaufman,Crime,R,Ashley Judd,Sarah Thorp
Walt Disney Pictures,USA,Will Finn,Animation,PG,Judi Dench,Will Finn
Not specified,USA,Paul Weitz,Comedy,PG-13,Dennis Quaid,Paul Weitz
Twentieth Century Fox Film Corporation,USA,Joel Zwick,Comedy,PG,Kenan Thompson,Bill Cosby
Fox Searchlight Pictures,USA,Christopher Erskin,Comedy,PG-13,Cedric the Entertainer,Todd R. Jones
Motion Picture Corporation of America (MPCA),USA,Mick Garris,Horror,R,Jonathan Jackson,Mick Garris
Franchise Pictures,Germany,David Mamet,Action,R,Val Kilmer,David Mamet
Deep River Productions,Ireland,Peter Howitt,Comedy,PG-13,Pierce Brosnan,Aline Brosh McKenna
HBO Films,Colombia,Joshua Marston,Crime,R,Catalina Sandino Moreno,Joshua Marston
40 Acres & A Mule Filmworks,USA,Spike Lee,Comedy,R,Anthony Mackie,Michael Genet
Bob Yari Productions,USA,David Duchovny,Comedy,PG-13,David Duchovny,David Duchovny
Revolution Studios,USA,Nick Hurran,Comedy,PG-13,Brittany Murphy,Melissa Carter
Les Films Alain Sarde,UK,Mike Leigh,Crime,R,Imelda Staunton,Mike Leigh
Eulogy Productions LLC,USA,Michael Clancy,Comedy,R,Ray Romano,Michael Clancy
Twentieth Century Fox Film Corporation,USA,Donald Petrie,Comedy,PG-13,Gene Hackman,Doug Richardson
Paramount Pictures,UK,E. Elias Merhige,Crime,R,Aaron Eckhart,Zak Penn
Ariztical Entertainment,USA,Q. Allan Brocka,Comedy,UNRATED,Scott Lunsford,Q. Allan Brocka
Lions Gate Films,Canada,Nick Hamm,Drama,PG-13,Robert De Niro,Mark Bomback
Metro-Goldwyn-Mayer (MGM),USA,Kevin Rodney Sullivan,Comedy,PG-13,Ice Cube,Mark Brown
Serendipity Point Films,Canada,István Szabó,Comedy,R,Annette Bening,W. Somerset Maugham
Front Street Pictures,USA,John Curran,Drama,R,Mark Ruffalo,Andre Dubus
Kim Ki-Duk Film,South Korea,Ki-duk Kim,Crime,R,Seung-yeon Lee,Ki-duk Kim
Touchstone Pictures,USA,Charles Stone III,Comedy,PG-13,Bernie Mac,Eric Champnella
Lucky 7 Productions LLC,UK,Mick Davis,Biography,R,Andy Garcia,Mick Davis
DreamWorks,USA,Mike Mitchell,Comedy,PG-13,Ben Affleck,Deborah Kaplan
Universal Pictures,USA,Michael Lembeck,Comedy,PG-13,Nia Vardalos,Nia Vardalos
Hart-Sharp Entertainment,USA,Michael Mayer,Drama,R,Colin Farrell,Michael Cunningham
4 Kids Entertainment,Japan,Hatsuki Tsuji,Animation,PG,Dan Green,Masahiro Hikokubo
Rent Productions LLC,USA,Chris Columbus,Drama,PG-13,Taye Diggs,Stephen Chbosky
Warner Bros.,USA,Tim Burton,Adventure,PG,Johnny Depp,Roald Dahl
Warner Bros.,UK,Mike Newell,Adventure,PG-13,Daniel Radcliffe,Steve Kloves
Warner Bros.,USA,Christopher Nolan,Action,PG-13,Christian Bale,Bob Kane
Universal Pictures,USA,Joss Whedon,Action,PG-13,Nathan Fillion,Joss Whedon
Warner Bros.,USA,James McTeigue,Action,R,Hugo Weaving,Lilly Wachowski
Dimension Films,USA,Frank Miller,Crime,R,Mickey Rourke,Frank Miller
Focus Features,France,Joe Wright,Drama,PG,Keira Knightley,Jane Austen
Touchstone Pictures,UK,Garth Jennings,Adventure,PG,Martin Freeman,Douglas Adams
Focus Features,USA,Ang Lee,Drama,R,Jake Gyllenhaal,Annie Proulx
New Line Cinema,USA,David Dobkin,Comedy,R,Owen Wilson,Steve Faber
Walt Disney Pictures,USA,Andrew Adamson,Adventure,PG,Tilda Swinton,Ann Peacock
Paramount Pictures,USA,Peter Segal,Comedy,PG-13,Adam Sandler,Albert S. Ruddy
Hostel LLC,USA,Eli Roth,Horror,R,Jay Hernandez,Eli Roth
Twentieth Century Fox Film Corporation,USA,Ridley Scott,Action,R,Orlando Bloom,William Monahan
Lucasfilm,USA,George Lucas,Action,PG-13,Hayden Christensen,George Lucas
Paramount Pictures,USA,Steven Spielberg,Adventure,PG-13,Tom Cruise,Josh Friedman
Warner Bros.,USA,Francis Lawrence,Drama,R,Keanu Reeves,Jamie Delano
Twentieth Century Fox Film Corporation,Canada,Rob Bowman,Action,PG-13,Jennifer Garner,Mark Steven Johnson
Fox 2000 Pictures,USA,James Mangold,Biography,PG-13,Joaquin Phoenix,Johnny Cash
Metro-Goldwyn-Mayer (MGM),USA,Andrew Douglas,Drama,R,Ryan Reynolds,Scott Kosar
Columbia Pictures Corporation,USA,Andy Tennant,Comedy,PG-13,Will Smith,Kevin Bisch
Universal Pictures,New Zealand,Peter Jackson,Action,PG-13,Naomi Watts,Fran Walsh
Universal Pictures,USA,Judd Apatow,Comedy,R,Steve Carell,Judd Apatow
Regency Enterprises,USA,Doug Liman,Action,PG-13,Brad Pitt,Simon Kinberg
Twisted Pictures,USA,Darren Lynn Bousman,Horror,R,Donnie Wahlberg,Leigh Whannell
Samuel Goldwyn Films,USA,Noah Baumbach,Comedy,R,Owen Kline,Noah Baumbach
Lions Gate Films,USA,Rob Zombie,Crime,R,Sid Haig,Rob Zombie
Warner Bros.,USA,Tim Burton,Animation,PG,Johnny Depp,Tim Burton
