Paramount Pictures,USA,John Badham,Action,R,Johnny Depp,Patrick Sheane Duncan
Paramount Pictures,USA,Jodie Foster,Comedy,PG-13,Holly Hunter,Chris Radant
Twentieth Century Fox Film Corporation,USA,Barbet Schroeder,Action,R,David Caruso,Eleazar Lipsky
40 Acres & A Mule Filmworks,USA,Rusty Cundieff,Crime,R,Clarence Williams III,Rusty Cundieff
Paramount Pictures,USA,Stephen Gyllenhaal,Drama,R,Jessica Lange,Seth Margolis
Alcor Films,USA,Herbert Ross,Comedy,R,Whoopi Goldberg,Don Roos
Caravan Pictures,USA,Jeremiah S. Chechik,Adventure,PG,Patrick Swayze,Steve Bloom
Savoy Pictures,USA,Preston A. Whitmore II,Drama,R,Allen Payne,Preston A. Whitmore II
Brothers McMullen Productions,USA,Edward Burns,Comedy,R,Jack Mulcahy,Edward Burns
Warner Bros.,USA,Andrew Sipes,Action,R,William Baldwin,Paula Gosling
Fine Line Features,USA,Maria Maggenti,Comedy,R,Laurel Holloman,Maria Maggenti
A Band Apart,France,Desmond Nakano,Drama,R,John Travolta,Desmond Nakano
Metro-Goldwyn-Mayer (MGM),USA,Carlo Carlei,Drama,PG,Matthew Modine,James Herbert
Avenue Pictures,USA,Michael Hoffman,Biography,R,Robert Downey Jr.,Rose Tremain
Miramax,USA,Paul Auster,Comedy,R,Harvey Keitel,Paul Auster
Universal Pictures,USA,J.F. Lawton,Action,R,Christopher Lambert,J.F. Lawton
Hollywood Pictures,USA,Randall Miller,Comedy,PG,Sinbad,Michael J. Di Gaetano
TriStar Pictures,USA,Brett Leonard,Fantasy,R,Jeff Goldblum,Dean R. Koontz
Metro-Goldwyn-Mayer (MGM),Ireland,Don Bluth,Animation,G,Martin Short,Rachel Koretsky
TriStar Pictures,USA,Peter Hall,Crime,R,Rebecca De Mornay,Lewis A. Green
Rank Organisation The,UK,David Price,Comedy,PG-13,Sean Young,David Price
Touchstone Pictures,USA,James Ivory,Biography,PG-13,Nick Nolte,Ruth Prawer Jhabvala
40 Acres & A Mule Filmworks,USA,Nick Gomez,Crime,R,Shar-Ron Corley,Nick Gomez
British Broadcasting Corporation (BBC),UK,Mike Newell,Comedy,R,Hugh Grant,Beryl Bainbridge
Party Productions,USA,Daisy von Scherler Mayer,Comedy,R,Parker Posey,Harry Birckmayer
Castle Rock Entertainment,UK,John Boorman,Action,R,Patricia Arquette,Alex Lasker
Republic Pictures (II),USA,Mark Jones,Comedy,R,Max Grodénchik,Mark Jones
Populist Pictures,USA,Steven Soderbergh,Crime,R,Peter Gallagher,Don Tracy
Samuel Goldwyn Company The,USA,Mira Nair,Comedy,R,Marisa Tomei,Christine Bell
Live Entertainment,USA,Aaron Norris,Action,PG-13,Chuck Norris,Aaron Norris
Avrora Media,Russia,Anthony Waller,Horror,R,Marina Zudina,Anthony Waller
Charles Matthau-Jerry Tokofsky-John Davis Productions,USA,Charles Matthau,Drama,PG,Piper Laurie,Truman Capote
Hollywood Pictures,USA,Peter Yates,Comedy,PG,Peter Falk,Max Apple
Ferdos Films,Iran,Jafar Panahi,Drama,UNRATED,Aida Mohammadkhani,Abbas Kiarostami
Michael Ritchie Productions,USA,Michael Ritchie,Musical,PG,Joel Grey,Tom Jones
Warner Bros.,USA,Jan de Bont,Action,PG-13,Helen Hunt,Michael Crichton
Channel Four Films,UK,Danny Boyle,Drama,R,Ewan McGregor,John Hodge
PolyGram Filmed Entertainment,USA,Joel Coen,Crime,R,William H. Macy,Ethan Coen
Dimension Films,USA,Wes Craven,Horror,R,Neve Campbell,Kevin Williamson
Dimension Films,USA,Robert Rodriguez,Action,R,Harvey Keitel,Robert Kurtzman
Twentieth Century Fox Film Corporation,USA,Roland Emmerich,Action,PG-13,Will Smith,Dean Devlin
Bazmark Films,USA,Baz Luhrmann,Drama,PG-13,Leonardo DiCaprio,William Shakespeare
TriStar Pictures,USA,Danny DeVito,Comedy,PG,Danny DeVito,Roald Dahl
Universal Pictures,USA,Dennis Dugan,Comedy,PG-13,Adam Sandler,Tim Herlihy
NDF International,USA,Mira Nair,Crime,R,Naveen Andrews,Helena Kriel
Astoria Films,USA,Barry Levinson,Crime,R,Robert De Niro,Lorenzo Carcaterra
Miramax,USA,Anthony Minghella,Drama,R,Ralph Fiennes,Michael Ondaatje
TriStar Pictures,USA,Cameron Crowe,Comedy,R,Tom Cruise,Cameron Crowe
Columbia Pictures Corporation,USA,Andrew Fleming,Drama,R,Robin Tunney,Peter Filardi
Paramount Pictures,USA,Brian De Palma,Action,PG-13,Tom Cruise,Bruce Geller
Paramount Pictures,USA,Gregory Hoblit,Crime,R,Richard Gere,William Diehl
Warner Bros. Family Entertainment,USA,Joe Pytka,Animation,PG,Michael Jordan,Leo Benvenuti
Hollywood Pictures,USA,Michael Bay,Action,R,Sean Connery,David Weisberg
Regency Enterprises,USA,Joel Schumacher,Crime,R,Matthew McConaughey,John Grisham
Tim Burton Productions,USA,Tim Burton,Comedy,PG-13,Jack Nicholson,Len Brown
Dimension Films,USA,Kevin Yagher,Horror,R,Bruce Ramsay,Peter Atkins
Columbia Pictures Corporation,USA,Milos Forman,Biography,R,Woody Harrelson,Scott Alexander
United Artists,USA,Mike Nichols,Comedy,R,Robin Williams,Jean Poiret
New Line Cinema,USA,John Frankenheimer,Horror,PG-13,David Thewlis,H.G. Wells
Walt Disney Feature Animation,USA,Gary Trousdale,Animation,G,Demi Moore,Tab Murphy
Twentieth Century Fox Film Corporation,USA,Nicholas Hytner,Drama,PG-13,Daniel Day-Lewis,Arthur Miller
Clavius Base,USA,Tom Hanks,Comedy,PG,Tom Hanks,Tom Hanks
Miramax,USA,Billy Bob Thornton,Drama,R,Billy Bob Thornton,Billy Bob Thornton
Digital Image Associates,USA,Jonathan Frakes,Action,PG-13,Patrick Stewart,Gene Roddenberry
Alliance Communications Corporation,Canada,David Cronenberg,Drama,NC-17,James Spader,J.G. Ballard
Warner Bros.,USA,Stuart Baird,Action,R,Kurt Russell,Jim Thomas
Regency Enterprises,USA,Ron Shelton,Comedy,R,Kevin Costner,John Norville
Columbia Pictures Corporation,USA,Wes Anderson,Comedy,R,Luke Wilson,Owen Wilson
Motion Picture Corporation of America (MPCA),USA,Jason Bloom,Comedy,PG-13,Pauly Shore,Adam Leff
Walt Disney Pictures,USA,Stephen Herek,Adventure,G,Glenn Close,Dodie Smith
Island Pictures,USA,Paris Barclay,Comedy,R,Shawn Wayans,Shawn Wayans
Rysher Entertainment,USA,Bobby Farrelly,Comedy,PG-13,Woody Harrelson,Barry Fanaro
Walt Disney Pictures,UK,Henry Selick,Animation,PG,Paul Terry,Roald Dahl
Dino De Laurentiis Company,USA,Lana Wachowski,Crime,R,Jennifer Tilly,Lilly Wachowski
Castle Rock Entertainment,USA,Andrew Bergman,Comedy,R,Demi Moore,Carl Hiaasen
Paramount Pictures,USA,Hugh Wilson,Comedy,PG,Goldie Hawn,Olivia Goldsmith
Paramount Pictures,USA,Tom Holland,Fantasy,R,Joe Mantegna,Stephen King
Universal Pictures,USA,Rob Cohen,Action,PG-13,Dennis Quaid,Patrick Read Johnson
Imagine Entertainment,USA,Tom Shadyac,Comedy,PG-13,Eddie Murphy,Jerry Lewis
Doug Liman Productions,USA,Doug Liman,Comedy,R,Vince Vaughn,Jon Favreau
Columbia Pictures Corporation,USA,Ben Stiller,Comedy,PG-13,Jim Carrey,Lou Holtz Jr.
Castle Rock Entertainment,UK,Kenneth Branagh,Drama,PG-13,Kenneth Branagh,William Shakespeare
Universal Pictures,New Zealand,Peter Jackson,Comedy,R,Michael J. Fox,Fran Walsh
Fiction Films,Italy,Bernardo Bertolucci,Drama,R,Jeremy Irons,Bernardo Bertolucci
Miramax,UK,Douglas McGrath,Comedy,PG,Gwyneth Paltrow,Jane Austen
Paramount Pictures,USA,John Carpenter,Action,R,Kurt Russell,John Carpenter
Forge,USA,Renny Harlin,Action,R,Geena Davis,Shane Black
American Zoetrope,USA,Francis Ford Coppola,Comedy,PG-13,Robin Williams,James DeMonaco
Kopelson Entertainment,USA,Chuck Russell,Action,R,Arnold Schwarzenegger,Tony Puryear
Twentieth Century Fox Film Corporation,USA,John Woo,Action,R,John Travolta,Graham Yost
Columbia Pictures Corporation,USA,Harold Ramis,Comedy,PG-13,Michael Keaton,Chris Miller
New Line Cinema,USA,F. Gary Gray,Action,R,Jada Pinkett Smith,Takashi Bufford
Live Entertainment,USA,David Twohy,Sci-Fi,PG-13,Charlie Sheen,David Twohy
Constellation Entertainment,Germany,Stephen Hopkins,Adventure,R,Michael Douglas,William Goldman
Rysher Entertainment,USA,Campbell Scott,Drama,R,Tony Shalhoub,Stanley Tucci
1492 Pictures,USA,Brian Levant,Comedy,PG,Arnold Schwarzenegger,Randy Kornfield
Twentieth Century Fox Film Corporation,USA,David S. Ward,Comedy,PG-13,Kelsey Grammer,Hugh Wilson
Touchstone Pictures,USA,Ron Howard,Action,R,Mel Gibson,Cyril Hume
Hollywood Pictures,USA,Alan Parker,Biography,PG,Madonna,Tim Rice
Lone Wolf,USA,Walter Hill,Action,R,Bruce Willis,Ryûzô Kikushima
Touchstone Pictures,USA,Jon Turteltaub,Drama,PG,John Travolta,Gerald Di Pego
Scott Rudin Productions,USA,Jerry Zaks,Drama,PG-13,Meryl Streep,Scott McPherson
Davis Entertainment,USA,Edward Zwick,Action,R,Denzel Washington,Patrick Sheane Duncan
Miramax,USA,Woody Allen,Comedy,R,Woody Allen,Woody Allen
Green Parrot,USA,Paul Thomas Anderson,Crime,R,Philip Baker Hall,Paul Thomas Anderson
Australian Film Finance Corporation (AFFC),Australia,Scott Hicks,Biography,PG-13,Geoffrey Rush,Jan Sardi
Davis Entertainment,USA,Rob Cohen,Action,PG-13,Sylvester Stallone,Leslie Bohem
Paramount Pictures,USA,Simon Wincer,Action,PG,Billy Zane,Lee Falk
Eleventh Street Production,USA,Julian Schnabel,Biography,R,Jeffrey Wright,Lech Majewski
Good Machine,USA,Edward Burns,Comedy,R,Edward Burns,Edward Burns
Kushner-Locke Company The,USA,Matthew Bright,Comedy,R,Reese Witherspoon,Matthew Bright
Hollywood Pictures,USA,Rick Friedberg,Comedy,PG-13,Leslie Nielsen,Jason Friedberg
Amblin Entertainment,USA,David Koepp,Drama,R,Kyle MacLachlan,James Burke
MDP Worldwide,USA,Jean-Claude Van Damme,Action,PG-13,Jean-Claude Van Damme,Frank Dux
TriStar Pictures,USA,Tony Scott,Action,R,Robert De Niro,Peter Abrahams
Universal City Studios,USA,Gilbert Adler,Comedy,R,Dennis Miller,William M. Gaines
Castle Rock Entertainment,USA,Christopher Guest,Comedy,R,Christopher Guest,Christopher Guest
Warner Bros.,UK,Neil Jordan,Biography,R,Liam Neeson,Neil Jordan
Hollywood Pictures,USA,Ridley Scott,Adventure,PG-13,Jeff Bridges,Charles Gieg Jr.
Channel Four Films,France,Mike Leigh,Drama,R,Timothy Spall,Mike Leigh
Columbia Pictures Corporation,USA,John Sayles,Drama,R,Chris Cooper,John Sayles
Interscope Communications,USA,Paul Michael Glaser,Comedy,PG,Shaquille O'Neal,Paul Michael Glaser
Paramount Pictures,USA,John Schlesinger,Crime,R,Sally Field,Erika Holzer
Bad Bird Productions,USA,Tim Pope,Action,R,Vincent Perez,James O'Barr
Universal Pictures,USA,Ernest R. Dickerson,Action,R,Damon Wayans,Joe Gayton
Castle Rock Entertainment,USA,Rob Reiner,Drama,PG-13,Alec Baldwin,Lewis Colick
Chicago Pacific Entertainment,USA,Andrew Davis,Action,PG-13,Keanu Reeves,Arne Schmidt
Largo Entertainment,USA,Lee Tamahori,Crime,R,Nick Nolte,Peter Dexter
Warner Bros.,USA,John Gray,Action,R,Steven Seagal,Kevin Brodbin
TriStar Pictures,USA,Barbra Streisand,Comedy,PG-13,Barbra Streisand,André Cayatte
Ladd Company The,USA,Arlene Sanford,Comedy,PG-13,Shelley Long,Sherwood Schwartz
Touchstone Pictures,USA,Jon Avnet,Drama,PG-13,Robert Redford,Joan Didion
Universal Pictures,USA,Alan Shapiro,Family,PG,Paul Hogan,Ricou Browning
Mundy Lane Entertainment,USA,Penny Marshall,Comedy,PG,Denzel Washington,Robert Nathan
Paramount Pictures,USA,Mike Judge,Animation,PG-13,Mike Judge,Mike Judge
Geffen Pictures,USA,John Payson,Comedy,PG-13,Jerry O'Connell,John Payson
Morgan Creek Productions,USA,Eric Red,Horror,R,Mariel Hemingway,Wayne Smith
Nickelodeon Movies,USA,Bronwen Hughes,Comedy,PG,Michelle Trachtenberg,Louise Fitzhugh
Jackson/McHenry CompanyThe,USA,Martin Lawrence,Comedy,R,Martin Lawrence,Martin Lawrence
Miramax,USA,David O. Russell,Comedy,R,Ben Stiller,David O. Russell
Columbia Pictures Corporation,USA,Brian Gibson,Drama,R,Demi Moore,George Dawes Green
Imagine Entertainment,USA,Jonathan Lynn,Comedy,PG,Steve Martin,Nat Hiken
Columbia Pictures Corporation,USA,Ringo Lam,Action,R,Jean-Claude Van Damme,Larry Ferguson
United Artists Pictures,USA,Howard Franklin,Comedy,PG,Bill Murray,Roy Blount Jr.
Peters Entertainment,USA,Peter Segal,Adventure,PG-13,Jack Lemmon,E. Jack Kaplan
New Line Cinema,UK,Steve Barron,Adventure,G,Martin Landau,Sherry Mills
British Broadcasting Corporation (BBC),UK,Michael Winterbottom,Drama,R,Christopher Eccleston,Hossein Amini
NFH Productions,USA,Stephen Frears,Drama,R,Julia Roberts,Valerie Martin
Miramax,USA,Matt Reeves,Comedy,PG-13,David Schwimmer,Jason Katims
Castle Rock Entertainment,USA,Michael Apted,Crime,R,Hugh Grant,Michael Palmer
Addis Wechsler Pictures,USA,Steve Buscemi,Comedy,R,Steve Buscemi,Steve Buscemi
Independent Pictures (II),USA,Alexander Payne,Comedy,R,Laura Dern,Alexander Payne
Caravan Pictures,USA,Barbet Schroeder,Crime,PG-13,Meryl Streep,Rosellen Brown
Longview Entertainment,USA,Bill Couturié,Comedy,PG,Matt LeBlanc,Ken Richards
Dino De Laurentiis Company,USA,John Dahl,Drama,R,Ray Liotta,Bill Geddie
Universal Pictures,USA,James Foley,Crime,R,Chris O'Donnell,John Grisham
New Line Cinema,USA,Farhad Mann,Action,PG-13,Patrick Bergin,Farhad Mann
Castle Rock Entertainment,USA,Harold Becker,Drama,R,Al Pacino,Ken Lipper
Castle Rock Entertainment,USA,Fraser C. Heston,Adventure,PG,Thora Birch,Andy Burg
Renaissance Films,Ireland,Trevor Nunn,Comedy,PG,Helena Bonham Carter,William Shakespeare
Metro-Goldwyn-Mayer (MGM),USA,Kevin Hooks,Action,R,Laurence Fishburne,Preston A. Whitmore II
October Films,USA,Abel Ferrara,Crime,R,Christopher Walken,Nicholas St. John
Fox Searchlight Pictures,USA,Spike Lee,Comedy,R,Theresa Randle,Suzan-Lori Parks
A Band Apart,USA,Reb Braddock,Comedy,R,William Baldwin,Reb Braddock
Recorded Picture Company (RPC),USA,Bob Rafelson,Crime,R,Jack Nicholson,Nick Villiers
PVM Entertainment,USA,Phil Joanou,Drama,R,Alec Baldwin,James Lee Burke
Permut Presentations,USA,Steve Rash,Comedy,PG-13,Whoopi Goldberg,Steve Zacharias
Bruin Grip Services,USA,Larry Bishop,Comedy,R,Ellen Barkin,Larry Bishop
Imagine Entertainment,UK,John Landis,Comedy,PG,Tom Arnold,James Marshall
TriStar Pictures,USA,Richard Benjamin,Comedy,PG-13,Shirley MacLaine,Cornell Woolrich
Albino Alligator Productions,USA,Kevin Spacey,Crime,R,Matt Dillon,Christian Forte
Pope Productions,USA,Lisa Krueger,Comedy,R,Scarlett Johansson,Lisa Krueger
Regency Enterprises,USA,Arthur Hiller,Comedy,PG,Tom Arnold,Don Rhymer
Fine Line Features,USA,Keith Gordon,Drama,R,Nick Nolte,Kurt Vonnegut Jr.
Merchant Ivory Productions,USA,James Ivory,Biography,R,Anthony Hopkins,Arianna Huffington
Fernando Trueba Producciones Cinematográficas,Spain,Fernando Trueba,Comedy,PG-13,Antonio Banderas,Donald E. Westlake
New Regency Pictures,USA,Norman Jewison,Comedy,PG,Whoopi Goldberg,Jeff Rothberg
CiBy 2000,France,Robert Altman,Crime,R,Jennifer Jason Leigh,Robert Altman
Motion Picture Corporation of America (MPCA),USA,Eric Schaeffer,Comedy,R,Sarah Jessica Parker,Eric Schaeffer
Twentieth Century Fox Film Corporation,UK,Christopher Hampton,Drama,R,Bob Hoskins,Joseph Conrad
Castle Rock Entertainment,USA,Lee David Zlotoff,Drama,PG-13,Alison Elliott,Lee David Zlotoff
Triumph Films,Mexico,Norberto Barba,Action,PG-13,Mario Van Peebles,Robert Mason
Twentieth Century Fox Film Corporation,USA,James Cameron,Drama,PG-13,Leonardo DiCaprio,James Cameron
Be Gentlemen Limited Partnership,USA,Gus Van Sant,Drama,R,Robin Williams,Matt Damon
Gaumont,France,Luc Besson,Action,PG-13,Bruce Willis,Luc Besson
Tig Productions,USA,Kevin Costner,Action,R,Kevin Costner,David Brin
Walt Disney Pictures,USA,Ron Clements,Animation,G,Tate Donovan,Ron Clements
Melampo Cinematografica,Italy,Roberto Benigni,Comedy,PG-13,Roberto Benigni,Vincenzo Cerami
TriStar Pictures,USA,Paul Verhoeven,Action,R,Casper Van Dien,Edward Neumeier
Warner Bros.,USA,Robert Zemeckis,Drama,PG,Jodie Foster,James V. Hart
Guild,USA,Adrian Lyne,Drama,R,Jeremy Irons,Vladimir Nabokov
Touchstone Pictures,USA,Simon West,Action,R,Nicolas Cage,Scott Rosenberg
New Line Cinema,USA,Paul Thomas Anderson,Drama,R,Mark Wahlberg,Paul Thomas Anderson
Columbia Pictures Corporation,USA,Barry Sonnenfeld,Adventure,PG-13,Tommy Lee Jones,Lowell Cunningham
Regency Enterprises,USA,Curtis Hanson,Crime,R,Kevin Spacey,James Ellroy
Warner Bros.,USA,Joel Schumacher,Action,PG-13,Arnold Schwarzenegger,Bob Kane
Permut Presentations,USA,John Woo,Action,R,John Travolta,Mike Werb
Polygram Filmed Entertainment,USA,David Fincher,Drama,R,Michael Douglas,John Brancato
Columbia Pictures Corporation,USA,Andrew Niccol,Drama,PG-13,Ethan Hawke,Andrew Niccol
Warner Bros.,USA,Taylor Hackford,Drama,R,Keanu Reeves,Andrew Neiderman
Mandalay Entertainment,USA,Jim Gillespie,Horror,R,Jennifer Love Hewitt,Lois Duncan
Miramax,USA,Quentin Tarantino,Crime,R,Pam Grier,Quentin Tarantino
Brandywine Productions,USA,Jean-Pierre Jeunet,Action,R,Sigourney Weaver,Dan O'Bannon
Universal Pictures,USA,Steven Spielberg,Action,PG-13,Jeff Goldblum,Michael Crichton
Golar Productions,UK,Paul W.S. Anderson,Horror,R,Laurence Fishburne,Philip Eisner
Eon Productions,UK,Roger Spottiswoode,Action,PG-13,Pierce Brosnan,Bruce Feirstein
Twentieth Century Fox Film Corporation,USA,Don Bluth,Animation,G,Meg Ryan,Susan Gauthier
Twentieth Century Fox Film Corporation,USA,Mick Jackson,Action,PG-13,Tommy Lee Jones,Jerome Armstrong
Mandalay Entertainment,USA,Mike Newell,Biography,R,Al Pacino,Joseph D. Pistone
TriStar Pictures,USA,James L. Brooks,Comedy,PG-13,Jack Nicholson,Mark Andrus
Capella International,USA,Jay Roach,Adventure,PG-13,Mike Myers,Mike Myers
October Films,France,David Lynch,Mystery,R,Bill Pullman,David Lynch
Constellation Entertainment,USA,Francis Ford Coppola,Crime,PG-13,Matt Damon,John Grisham
Universal Pictures,USA,Tom Shadyac,Comedy,PG-13,Jim Carrey,Paul Guay
Universal Pictures,USA,Roger Donaldson,Action,PG-13,Pierce Brosnan,Leslie Bohem
Q Productions,USA,Gregory Nava,Biography,PG,Jennifer Lopez,Gregory Nava
New Line Cinema,USA,Mark A.Z. Dippé,Action,R,John Leguizamo,Todd McFarlane
TriStar Pictures,USA,P.J. Hogan,Comedy,PG-13,Julia Roberts,Ronald Bass
Dimension Films,USA,Wes Craven,Horror,R,Neve Campbell,Kevin Williamson
Cinema Line Film Corporation,USA,Luis Llosa,Action,PG-13,Jon Voight,Hans Bauer
Fine Line Features,USA,Harmony Korine,Comedy,R,Nick Sutton,Harmony Korine
DreamWorks,USA,Steven Spielberg,Drama,R,Djimon Hounsou,David Franzoni
Walt Disney Pictures,USA,Sam Weisman,Action,PG,Brendan Fraser,Jay Ward
Columbia Pictures Corporation,USA,Wolfgang Petersen,Action,R,Harrison Ford,Andrew W. Marlowe
Dimension Films,USA,Guillermo del Toro,Horror,R,Mira Sorvino,Donald A. Wollheim
Twentieth Century Fox Film Corporation,USA,Raja Gosnell,Comedy,PG,Alex D. Linz,John Hughes
Kuzui Enterprises,USA,Trey Parker,Comedy,NC-17,Trey Parker,Trey Parker
Polygram Filmed Entertainment,UK,Mel Smith,Adventure,PG-13,Rowan Atkinson,Rowan Atkinson
Mandalay Entertainment,USA,Jean-Jacques Annaud,Adventure,PG-13,Brad Pitt,Heinrich Harrer
The Institute for the Intellectual Development of Children & Young Adults,Iran,Majid Majidi,Drama,PG,Mohammad Amir Naji,Majid Majidi
Hollywood Pictures,USA,George Armitage,Action,R,John Cusack,Tom Jankiewicz
Caravan Pictures,USA,Ridley Scott,Action,R,Demi Moore,Danielle Alexandra
Redwave Films,UK,Peter Cattaneo,Comedy,R,Robert Carlyle,Simon Beaufoy
Paramount Pictures,USA,Gary Fleder,Crime,R,Morgan Freeman,James Patterson
Too Askew Prod. Inc.,USA,Kevin Smith,Comedy,R,Ben Affleck,Kevin Smith
Columbia Pictures Corporation,UK,Bob Spiers,Comedy,PG,Melanie Brown,Spice Girls
Castle Rock Entertainment,USA,Clint Eastwood,Action,R,Clint Eastwood,David Baldacci
New Line Cinema,USA,John R. Leonetti,Action,PG-13,Robin Shou,Ed Boon
Miramax,USA,James Mangold,Crime,R,Sylvester Stallone,James Mangold
Paramount Pictures,USA,Frank Oz,Comedy,PG-13,Kevin Kline,Paul Rudnick
Fox Searchlight Pictures,USA,Ang Lee,Drama,R,Kevin Kline,Rick Moody
Universal Pictures,USA,Michael Caton-Jones,Action,R,Bruce Willis,Kenneth Ross
Phoenix Pictures,France,Oliver Stone,Crime,R,Sean Penn,John Ridley
Paramount Pictures,USA,Betty Thomas,Biography,R,Howard Stern,Howard Stern
Paramount Pictures,USA,Brian Robbins,Comedy,PG,Kel Mitchell,Dan Schneider
Warner Bros.,USA,Clint Eastwood,Crime,R,John Cusack,John Berendt
Baltimore Pictures,USA,Barry Levinson,Comedy,R,Dustin Hoffman,Larry Beinhart
Paramount Pictures,USA,Phillip Noyce,Action,PG-13,Val Kilmer,Leslie Charteris
Blue Tulip Productions,USA,Jan de Bont,Action,PG-13,Sandra Bullock,Graham Yost
Warner Bros.,USA,Stephen Kessler,Comedy,PG,Chevy Chase,Elisa Bell
Columbia Pictures Corporation,USA,Alan J. Pakula,Action,R,Harrison Ford,Kevin Jarre
Warner Bros.,USA,Richard Donner,Action,R,Mel Gibson,Brian Helgeland
Polygram Filmed Entertainment,UK,Peter Hewitt,Adventure,PG,John Goodman,Mary Norton
Walt Disney Pictures,USA,John Pasquin,Comedy,PG,Tim Allen,Hervé Palud
Dino De Laurentiis Company,USA,Jonathan Mostow,Action,R,Kurt Russell,Jonathan Mostow
Walt Disney Pictures,USA,Les Mayfield,Comedy,PG,Robin Williams,Samuel W. Taylor
DreamWorks,USA,Gore Verbinski,Comedy,PG,Nathan Lane,Adam Rifkin
3 Arts Entertainment,USA,Glenn Gordon Caron,Comedy,PG-13,Jennifer Aniston,Arleen Sorkin
DreamWorks,USA,Mimi Leder,Action,R,George Clooney,Leslie Cockburn
United Artists,USA,Bill Duke,Crime,R,Laurence Fishburne,Chris Brancato
DC Entertainment,USA,Kenneth Johnson,Action,PG-13,Shaquille O'Neal,Louise Simonson
British Broadcasting Corporation (BBC),UK,Brian Gilbert,Biography,R,Stephen Fry,Richard Ellmann
Hollywood Pictures,UK,Anthony Waller,Comedy,R,Tom Everett Scott,John Landis
Image Organization,USA,Robert Kurtzman,Fantasy,R,Tammy Lauren,Peter Atkins
Warner Bros.,USA,Félix Enríquez Alcalá,Action,R,Steven Seagal,Jeb Stuart
Walt Disney Pictures,USA,Charles Martin Smith,Comedy,PG,Michael Jeter,Kevin DiCicco
British Broadcasting Corporation (BBC),UK,Peter Hyams,Horror,R,Penelope Ann Miller,Douglas Preston
Fox 2000 Pictures,USA,George Tillman Jr.,Comedy,R,Vanessa Williams,George Tillman Jr.
New Line Cinema,USA,Brett Ratner,Action,R,Charlie Sheen,Joel Cohen
Pacific Western,USA,Jeb Stuart,Crime,R,Danny Glover,Jeb Stuart
New Amsterdam Entertainment,USA,Mark Pavia,Fantasy,R,Miguel Ferrer,Stephen King
Sweetland Films,USA,Woody Allen,Comedy,R,Woody Allen,Woody Allen
Touchstone Pictures,USA,Steve Oedekerk,Action,R,Martin Lawrence,Steve Oedekerk
De Fina-Cappa,USA,Martin Scorsese,Biography,PG-13,Tenzin Thuthob Tsarong,Melissa Mathison
Mandalay Entertainment,USA,Hark Tsui,Action,R,Jean-Claude Van Damme,Don Jakoby
Columbia Pictures Corporation,USA,Marco Brambilla,Action,PG-13,Alicia Silverstone,Max D. Adams
Fox Searchlight Pictures,USA,James Toback,Comedy,NC-17,Robert Downey Jr.,James Toback
Channel Four Films,UK,Danny Boyle,Comedy,R,Cameron Diaz,John Hodge
Icon Entertainment International,USA,Bernard Rose,Drama,PG-13,Sophie Marceau,Leo Tolstoy
Beacon Communications,USA,Andy Wilson,Crime,R,David Duchovny,Mark Haskell Smith
China Film Co-Production Corporation,USA,Ronny Yu,Action,PG,Angus Macfadyen,Michael Vickerman
Metro-Goldwyn-Mayer (MGM),USA,Jon Avnet,Crime,R,Richard Gere,Robert King
Warner Bros.,USA,Jon Amiel,Action,PG,Bill Murray,Robert Farrar
Warner Bros.,USA,John Singleton,Action,R,Jon Voight,Gregory Poirier
Miramax,France,Nick Cassavetes,Drama,R,Sean Penn,John Cassavetes
Universal Pictures,UK,Fred Schepisi,Comedy,PG-13,John Cleese,John Cleese
Live Entertainment,USA,Peter O'Fallon,Comedy,R,Christopher Walken,Josh McKinney
Hollywood Pictures,USA,Steve James,Biography,PG-13,Jared Leto,Steve James
Universal Pictures,USA,Michael Ritchie,Comedy,PG,Martin Short,Jeff Rothberg
Walt Disney Pictures,USA,Stanley Tong,Adventure,PG,Leslie Nielsen,Pat Proft
Icon Entertainment International,USA,Kevin Reynolds,Drama,R,Samuel L. Jackson,Scott Yagemann
David Kirschner Productions,USA,Mark Dindal,Animation,G,Scott Bakula,Mark Dindal
JVC Entertainment Networks,USA,Paul Schrader,Drama,R,Nick Nolte,Russell Banks
Trimark Pictures,USA,Kasi Lemmons,Drama,R,Samuel L. Jackson,Kasi Lemmons
Saban Entertainment,USA,Shuki Levy,Action,PG,Jason David Frank,Shuki Levy
Warner Bros.,USA,Costa-Gavras,Crime,PG-13,John Travolta,Tom Matthews
Agenda,UK,Kevin Allen,Comedy,UNRATED,Llyr Ifans,Kevin Allen
Touchstone Pictures,USA,Thomas Carter,Action,R,Eddie Murphy,Randy Feldman
Miramax,UK,Michael Winterbottom,Drama,R,Stephen Dillane,Michael Nicholson
Bubble Factory The,USA,Paul Miller,Comedy,PG-13,John Leguizamo,David Bar Katz
Bavaria Film,Denmark,Bille August,Action,R,Julia Ormond,Peter Høeg
Butcher's Run Films,USA,Robert Duvall,Drama,PG-13,Robert Duvall,Robert Duvall
New Line Cinema,USA,Mike Figgis,Drama,R,Wesley Snipes,Mike Figgis
Northern Lights Entertainment,USA,Ivan Reitman,Comedy,PG-13,Robin Williams,Francis Veber
Universal Pictures,USA,Bryan Spicer,Comedy,PG-13,Tim Allen,Jana Howington
Bandeira Entertainment,USA,Mark Waters,Comedy,R,Parker Posey,Wendy MacLeod
